year,state,state_name,summary,duration_seconds
2021,PA,Pennsylvania,Watched a blinking light change colors and move erratically,600
2021,FL,Florida,Object traveling across the sky with two distinct long flames trailing the craft,45
2021,FL,Florida,((NUFORC Note:  Witness provides no detailed information.  PD)),300
2021,WA,Washington,Bright flash lit up the sky over the Portland area about 3 times,1
2021,IL,Illinois,https://youtu.be/MpbCgoJ0aAg this has full description,60
2021,CO,Colorado,White/blue bobbing lights with no form that stops to look at us then shoots away in a flash,300
2021,RI,Rhode Island,"We witnessed an glowing orb, that lost altitude and Gained altitude very rapidly it also moved north and back south at will and looked",180
2021,MA,Massachusetts,Bright Light Southeastern MA,1200
2021,WA,Washington,NA,1200
2021,WA,Washington,"I know this is not UFO related BUT I really, really got scared by hearing some woman's voice from somewhere saying something like It's",180
2021,MO,Missouri,Large beam/halo of light hovering in the sky,1200
2021,SD,South Dakota,"Multiple streaks in same spot, followed by slower one",10
2021,IA,Iowa,My report is that I sited a UFO and they may be morphed into human body's thank you.,1200
2021,NC,North Carolina,4 orange triangles with many white lights that followed.,900
2021,MI,Michigan,Evenly spaced stars moving west to east across sky.,30
2021,WA,Washington,"Dull yellow light spotted, 50ft above us",60
2021,OR,Oregon,NA,60
2021,MA,Massachusetts,The video is self explanitory.,120
2021,TX,Texas,Lighted train flies across night sky.  ((Starlink satellites??)),120
2021,TX,Texas,"A bright, high altitude light--NOT an airliner--moving at constant speed and brightness, then disappearing at same apparent speed.",60
2021,TN,Tennessee,Moving object vanishes as airplane approaches,10
2021,PA,Pennsylvania,((NUFORC Note:  Witness provides no information about sighting; elects to remain totally anonymous.  PD)),172800
2021,SC,South Carolina,Bright brilliant white - looked like a comet. Fastest thing Ive ever seen in the sky.  ((////rocket launch??)),4
2021,OR,Oregon,((NUFORC Note:  Source of report provides no detailed information.  PD)),10
2021,FL,Florida,((NUFORC Note:  Witness provides no information about the sigting.  PD)),300
2021,CA,California,Bright flash causes black out,1
2020,TX,Texas,First seen directly above me. Lights only. A string of 12-15 lights. No sound. No trail.  Moving smoothly and steadily to the ESE. Th,20
2020,WA,Washington,Bright flash in sky,60
2020,OR,Oregon,NA,300
2020,DE,Delaware,NA,600
2020,OR,Oregon,NA,45
2020,CA,California,((NUFORC Note:  Source of report provides no information.  PD)),10
2020,FL,Florida,I viewed a large bright object descending towards me in the dark night sky. Then it turned orange/red going in another direction with 2,240
2020,WA,Washington,We saw a couple dozen high altitude lights flying in a line towards the East and had the appearance of satellites.  ((Staarlinks?)),300
2020,TX,Texas,Planet there then disappeared,5
2020,SC,South Carolina,Contact 2nd night in a row.,30
2020,WA,Washington,NA,1800
2020,IN,Indiana,"ufo with red, blue, white lights moving fast. Forming different shapes and following a color pattern",540
2020,NJ,New Jersey,"Tiny lights in the shape of hockey pucks, the size of a quarter circling in my back door.",29
2020,MI,Michigan,((NUFORC Note:  Witness provides no text about her sighting.  PD)),300
2020,VA,Virginia,((NUFORC Note:  Source of report provides no detailed information about the sighting.  PD)),30
2020,NJ,New Jersey,((NUFORC Note:  No information provided by the witness.  PD)),180
2020,MA,Massachusetts,Bright white light with glare with very small red light at lower right.It was in night sky  at  approx 25000k ft or higher.Planes landi,1800
2020,CO,Colorado,((NUFORC Note:  Witness provides no detailed information about the object witnessed.  PS)),300
2020,GA,Georgia,"I did not shoot this video but it's pretty compelling. Not sure how to save this file, but I think it's worth looking into. Not a joke,",10
2020,CO,Colorado,"Two objects. One above, one below moving rapidly in tandem. Both were black, round and moving against the Western wind.",20
2020,MA,Massachusetts,Brief flying irregular white circular object,2
2020,NE,Nebraska,Fast moving ball of light appears twice in the sky over North Platte Nebraska.,3
2020,NE,Nebraska,((NUFORC Note:  No information  provided by witness.  PD)),3
2020,WA,Washington,Flashing red and blue satellite-like object,1800
2020,OR,Oregon,2 bright pulses of light then moved east fast in straight line.  Very high altitude.  No sound.,60
2020,NY,New York,It was a light that brightened and returned to nothing within 2 seconds on 07/06/2020 approximate time was 22:30 in th3 SSE.,2
2020,NY,New York,Doughnut shaped ufo drifts and moved but there was no wind.,420
2020,CA,California,"Out of the sky at a 45 degree downward angle from north to south at 20:33 facing west.

 a bright yellow light with blue light surrou",2
2020,VA,Virginia,I did not see the craft but I live on the 15th floor and very bright lights shown in my window with an unusual sound a mechanical noise,30
2020,OH,Ohio,"time anomaly, entities, craft.",5
2020,MO,Missouri,When saw started counting lights evenly spaced going east as the count got to twelve.  ((Starlink satellites?)),900
2020,IA,Iowa,"I was asleep in my bed around 1:00am. I had a dream regarding aliens. The more it went, the more real it became. I found myself awake",600
2020,UT,Utah,Hill AFB just did the Covid flyby to support our first responders. Took this picture on Ft. Union Blvd. looks like a foo fighter above.,30
2020,MO,Missouri,convoy of 20+ lights in the evening sky with a witness.  ((Starlink satellites?)),120
2020,MI,Michigan,Lights in a string that then went off.   ((Starlink satellites?)),60
2020,IA,Iowa,((NUFORC Note:  Witness provides no information.  Later reports that event was caused by sighting of Venus.  PD)),129600
2020,CA,California,((NUFORC Note:  Witness provides no information.  PD)),900
2020,CA,California,"I observed something Friday, April 17, that may be related to what you reported about on Coast to Coast the next night regarding five",1800
2020,MN,Minnesota,At least 30 white lights flying in straight line moving south west to north east.  ((Starlink satellites?)),900
2020,MA,Massachusetts,"I was staring at The Polaris star last night and noticed a craft, with red and white lights that I originally thought was an aircraft b",1800
2020,WA,Washington,Approximately 30 solid lights that appeared to be stars crossed the sky.  ((Starlink satellites?)),600
2020,AZ,Arizona,Single file line of equally spaces lights traveling from West to East.   ((Starlink satellites?)),1800
2020,FL,Florida,V formation of 9 white craft - silent and FAST moving,5
2020,KS,Kansas,Successive bright flashes up into he sky,2
2020,NY,New York,Possibly a close encounter with aliens,3
2020,MA,Massachusetts,Cluster of 12 to 16 lights flying like bees around a hive headig west to east followed by three jets in formation.,300
2020,AZ,Arizona,Fast moving blue flame looking thing warped through AZ sky.,3
2020,NV,Nevada,((NUFORC Note:  Source provides no information.  PD)),1200
2020,NC,North Carolina,"Double or triple bright lights, not moving, just side by side/ clustered for several minutes.",1200
2020,CO,Colorado,"Strange formation of lights; Strait line, evenly spaced, ((Spacelink satellites))",240
2020,KY,Kentucky,"11 star looking lights in a straight line evenly separated going across the night sky.  ((""Starlink"" satellites??))((anonymous))",900
2020,OR,Oregon,Very large white circular object on the east side of Douglas County. Object Fell to the ground.  ((anonymous)),5
2020,WI,Wisconsin,((NUFORC Note:  Source of report provides no information.  PD)),900
2020,FL,Florida,Very bright light that is totally unmoving consistently appears in the same spot in the western sky at night.  ((VENUS??)),259200
2020,MO,Missouri,On Friday night I was driving to my friends house and noticed 5 orange balls in the air just over the tree line roughly 5-8 miles away,120
2020,WA,Washington,"10-15 bright objects flying in a straight line from west to east.  ((""Starlink"" satellites??))",120
2020,FL,Florida,Very bright light that is totally unmoving consistently appears in the same spot in the W sky at night on random evenings.  ((Venus??)),259200
2020,TX,Texas,"LARGE CIRCULAR OBJECT OVER GEORGETOWN, TEXAS.",30
2020,NJ,New Jersey,((NUFORC Note:  No information provided by witness.  PD)),600
2020,CA,California,Straight projection upward at a very high rate of speed leaving a white snail trail behind.,15
2020,FL,Florida,"7 craft moving in succession.  ((""Starlink"" satellites??))",300
2020,IN,Indiana,"Bright light outside bedroom window, loud noises,  window rattled sounded like a jet plane",10
2020,UT,Utah,"Witnessed during predawn clear sky succession of white lights 20-25 equally spaced.  ((""Starlink"" satellites.))",1200
2020,NV,Nevada,"40+ craft flying in spaces formation at extermly high altitude  ((""Starlink"" satellites??))",420
2020,NV,Nevada,"Was doing situps on the paved trail and saw a string of evenly spaced craft that looked like satellites.. ((""Starlink"" satellites??))",300
2020,NE,Nebraska,Alien contact,300
2020,OH,Ohio,"About 12 objects streaked across the sky in straight line formation, with perfect distance between them.((""Starlink"" satellites??))",240
2020,MT,Montana,"Snowblowing at 7am, still very dark, could only see with headlight. The sky and everything around me lit up in a shade of blue, it only",4
2020,WY,Wyoming,This craft raised up and was over us almost instantly.  ((NUFORC Note:  Report from MUFON.  PD)),2700
2020,OH,Ohio,Bright light going east to west burning steady light across the sky,3
2019,CT,Connecticut,Three lights flashing in triangular form,30
2019,OR,Oregon,"Multiple crafts entering atmosphere in a straight line from the south west sky.   ((""Spacelink"" satellites??))",600
2019,NH,New Hampshire,"Bright ""star"" moving very slowly near Polaris accelerates slightly and quickly fades out.",7
2019,NY,New York,It was hovering over my back yard for about 10 mins then it just vanished or maybe just turned off its lights. Had no sound. Interestin,600
2019,VA,Virginia,Line of lights  ((NUFORC Note:  Starlink satellites?  PD)),600
2019,MA,Massachusetts,Driving home. Saw large blue light above a house. By the time I realized what I was seeing it zipped away far too fast.,3
2019,OR,Oregon,I saw a white streak from the northeast moving to the southwest. Seemed to speed up and disappear,2
2019,WY,Wyoming,WY UFO information,3110400
2019,MN,Minnesota,Green Fireball in MN Sky.  ((NUFORC Note:  Possible meteor?  PD)) ((anonymous report)),4
2019,NM,New Mexico,Blue orbs photographed over Rio Pueblo.  ((NUFORC Note:  Lens flares??  PD)),60
2019,MT,Montana,"50-70 flying objects in a trail heading in the same direction.  ((NUFORC Note:  ""Starlink"" satellites?  PD))",1800
2019,TX,Texas,"red/orange lights.  ((NUFORC Note:  ""Starlink"" satellites?  PD))",600
2019,CA,California,"I was sitting looking at the night sky when a perfect line of 4 moving lights appeared, ((NUFORC Note:  ""Starlink"" satellites?  PD))",240
2019,TX,Texas,"Bright lights appear and disappear.   ((NUFORC Note:  ""Starlink"" satellites?  PD))",5
2019,LA,Louisiana,"I work at an airport, during my morning inspection, I was traveling east , at 290' direction I saw a green / fluorescent light shooting",0.3
2019,NY,New York,"((NUFORC Note:  Cluster of ""Starlink"" satellites.  PD))",120
2019,TX,Texas,My son and I didnt see the blue colored objects and the black finger like object until we reviewed the pictures.,180
2019,NJ,New Jersey,Bright light shape of a ghost or alien can see perfect  4 hours of videos,345600
2019,SC,South Carolina,Fastest moving lights I've ever seen.,10
2019,AZ,Arizona,NA,60
2019,MA,Massachusetts,"Bright white light, sometimes suddenly dimming to an orange spark, then brightening again.",900
2019,FL,Florida,"Saw two big lights in the sky, one was bigger because it was closer. I ignored it completely because there was and airport close by and",300
2019,PA,Pennsylvania,Group of 3 red lights in a distance. They were grouped together and then split and moved to the right out of sight. About 30 seconds la,300
2019,WI,Wisconsin,Strange large contrail in sky over Milwaukee going from SE to NW. Larger and wider than usual jet contrails.,1500
2019,FL,Florida,NA,7
2019,NC,North Carolina,There was video taken and also photos that show 10 lights on the object 5 were blue/green and the other gray/ white Then as the object,600
2019,MN,Minnesota,Blue Green Light Shape in MN Western Sky,3
2019,CA,California,On history channel there should be a contact # to help people come forward,420
2019,NM,New Mexico,"Round yellow to orange spheres progressively lighted and dimmed out in sequence, in a straight line (from right to left) over the north",10
2019,AK,Alaska,bright light on chugach mountain range moving in southern direction across mountain,900
2019,GA,Georgia,8pm Sept 21 - VERY LOUD Sound that hovered,120
2019,NJ,New Jersey,I was having my lunch in the parking lot at work. I saw what I though was lighting in the corner of my eye. I kept looking over to see,120
2019,CO,Colorado,Looking south I noticed a bright light moving very fast towards me to the north. As it got closer over head it also seemed like it drop,120
2019,NC,North Carolina,((NUFORC Note:  Source of report provides no information.  PD)),30
2019,NC,North Carolina,((NUFORC Note:  No information provided here by witness.  PD)),30
2019,PA,Pennsylvania,A red light that flew slowly.  ((anonymous report)),600
2019,IL,Illinois,((NUFORC Note:  Source of report includes no information.  Anonymous report.  PD)),120
2019,CO,Colorado,"On a windless hot labor day the wind slowly picked up and then guickly to hurricane speed, bent all bushes and vegetation to ground nor",10
2019,MA,Massachusetts,Orange colored ball in the sky traveling WSW.  ((anonymous report)),180
2019,PA,Pennsylvania,Noticed a pair of very slow moving lights went out to street and observed it being followed by single light,40
2019,NJ,New Jersey,((NUFORC Note:  No information provided by source of report.  PD)),180
2019,CA,California,"Bright red cigar shape object slowly moved over Palomar Mt at 10:31pm on Aug 1,2019",240
2019,WA,Washington,Second time this week I was awoken from a sound sleep by eerie rythmatic pulsating like sound that seemed to be coming from outside up,172800
2019,NC,North Carolina,((NUFORC Note:  Source of the report provides no information.  PD)),15
2019,CO,Colorado,Same lights as 24th above north Pueblo West - copters fired upon it,1200
2019,TX,Texas,Saw silver ball and rectangle fly from South to north over San Antonio Texas.,25
2019,CA,California,((NUFORC Note:  Source of report provides no detailed information about apparent sighting.  PD)),5
2019,ND,North Dakota,((NUFORC Note:  Witness provides no information about the sighting.  PD)),1800
2019,MN,Minnesota,Streak of light turns and splits into individual lights over southern Twin Cities.  ((anonymous report)),60
2019,WV,West Virginia,((NUFORC Note:  No information provided by source of report.  PD)),30
2019,MN,Minnesota,((NUFORC Note:  No information provided by source of report.  PD)),1200
2019,MO,Missouri,Whooshing and rumbling sounds coming from the sky moving west to east.,600
2019,PA,Pennsylvania,"I saw circular disk with bright lights , speaker malfunction, strange noises.",300
2019,WV,West Virginia,Oblong vertically--cloud/mirror brightness traveling from northwest to south,5
2019,PA,Pennsylvania,Was using my green laser pointer.pointed it at a star and the star tried to get away from it like tad pole how it moved.i did this to s,600
2019,AL,Alabama,Large ball of light!,3
2019,NC,North Carolina,((NUFORC Note:  Witness provides no information about sighting; elects to remain totally anonymous.  PD)),900
2019,KY,Kentucky,While sitting in my hottub I was looking up at the stars and watching satellites pass over when I saw an object slowly crossing the sky,30
2019,TN,Tennessee,Giant darting parachute.  ((anonymous source)),180
2019,NC,North Carolina,"Low flying silent object with very bright flashing lights, rapid movements, not in a straight path- loops and circles (but almost as if",300
2019,CA,California,((NUFORC Note:  Witness provides no detailed information about sighting event.  Anonymous.  PD)),180
2019,NJ,New Jersey,Radiant wide lights flashing three times in succesion about 3-5 minutes apart each from the sky wiht no clear origin.,900
2019,OR,Oregon,"A 30 second close look at a large, quiet gold object with flashing lights, moving at a steady rate.",39
2019,SC,South Carolina,3 orange lights over ocean.,600
2019,ME,Maine,"Large bright orange/yellowish orb, resembling a large star floating throughout  the sky.",60
2019,FL,Florida,9 glowing globes crossed the sky from horizon to horizon in approximately 2 seconds.,3
2019,SC,South Carolina,A ball of green light with a light of red and orange behind it shooting across the sky.  ((anonymous report)),10
2019,NE,Nebraska,Flying object with lights moving at fast speeds and in weird directions.  Disappeared after 30 seconds.  ((anonymous report)),30
2019,AR,Arkansas,Two inverted diamond shape objects moved across my field of view at around 200 yards on a crystal clear day.,6
2019,OH,Ohio,"One bright white light, in a clear sky, going N to S in a downward arc, like a distant headlight, larger than a star or planet.",5
2019,SC,South Carolina,Reptilian or Grey alien contact.,600
2019,NJ,New Jersey,"Big, bright light descends then hovered in front of us.",180
2019,FL,Florida,What he saw appeared to be this orb pulsing in and out like a jellyfish with no tentacles.  ((MUFON Report)),1200
2019,NE,Nebraska,"Three bright blue flashes of light filled the entire sky, but no one but me and the witnesses said they knew anything about it.",5
2019,NY,New York,Clear blue sky facing north east unknown object appeared in photo upstate NY,60
2019,FL,Florida,"Straight line level, blue beams of light across the night sky.",86400
2019,CA,California,4 oclock in the morning during the week I see this light out my kitchen window. This light turned into 2 lights about two weeks ago. T,2700
2019,CA,California,((NUFORC Note:  Witness provides no data about sighting.  Hoax??  PD)),2700
2019,WV,West Virginia,"4 bright orbs coming together and separating into a specific, circular motion.((NUFORC Note:  Advertising spotlights??  Anonymous. PD))",86400
2019,TX,Texas,Add to previous report.My husband ((name delet noticed two orgnage beans in the sky just over the midland memorial hospital. Then about,86400
2019,TX,Texas,Numerous beams of orange pulsing lights in the sky over Midland circling the town.,1200
2019,TX,Texas,Red/ Orange lights - spherical shape.,900
2018,MD,Maryland,A bright flash no noise accompanied light duration of approximately 3-5 seconds.  ((anonymous report)),5
2018,FL,Florida,5-6 separate orange objects flying southward one by one.,900
2018,MO,Missouri,((NUFORC Note:  Witness provides no description of the object(s).  We have requested a more detailed report.  PD)),33
2018,UT,Utah,((NUFORC Note:  Source of report provides no information.  PD)),120
2018,FL,Florida,Blinking white light that moved every few seconds when not blinking.  Brighter blinks of white and then went away.  Was moving.,600
2018,WA,Washington,I was looking in the sky four of the big dipper end of the Nort star when I saw two triangular shaped objects streak by in a south east,1
2018,CT,Connecticut,((NUFORC Note:  Witness provides no information.  PD)),180
2018,CA,California,"strange light with arck-like light lighting up sky, stayed stationary for approx 4/5 min then seem to fall slowly out of sight... not a",300
2018,AR,Arkansas,The way it darted or flew to the south and then fell. Its making me question myself first time I have seen anything like it.,300
2018,VA,Virginia,Purple beam of light.  ((anonymous report)),180
2018,NM,New Mexico,((NUFORC Note:  Witness provides no information.  PD)),60
2018,NY,New York,Strange ball of orange light.  ((anonymous report)),1800
2018,CT,Connecticut,I saw a faint star-like object hovering about in the sky towards the north direction (I think).  ((anonymous report)),900
2018,MI,Michigan,"3 lights lined up as a shallow triangle. Left light blinked first, then a moment later the right one blinked. The middle light immediat",60
2018,FL,Florida,1 super bright light seen over the ocean near Vero Beach.  ((anonymous report)),10
2018,ID,Idaho,"While star-gazing around 4 a.m. looking N, I witnessed a perfectly round explosion in the sky above a horizon star.",1
2018,AZ,Arizona,Silent red lights float over interstate 17,60
2018,OR,Oregon,'CLOSE ENCOUNTER OF THE THIRD KIND.',12
2018,PA,Pennsylvania,"Name is ((del.)) and I live in Cambria Co., PA.  Yesterday, 5/20/2018 sometime in the afternoon, I saw 3 objects very high in the sky.",10
2018,NV,Nevada,"Hi, Im a huge skeptic who wants to believe, and I think I just saw the stereotypical orb of fire. I was sitting on my porch, just star",1200
2018,NC,North Carolina,Stealthy outline of a large totally silent hovering craft.,180
2018,UT,Utah,I believe i was telepathically communicated with by a otherworldly entity while living next to hill air force base. It gave me a urgent,345600
2018,IL,Illinois,MADAR REPORT,15
2018,SC,South Carolina,"Row of about 5 orange lights in a straight line in the sky, with the lights at the end appearing darker orange.  ((anonymous report))",120
2018,MA,Massachusetts,"((HOAX??))  Ufo hovering on side of road, picking something up.  ((anonymous report))",600
2018,CO,Colorado,Unknown lights in the sky.,60
2018,CA,California,My passenger and I observed a yellow and green fireball headed towards the Pacific Coast.,35
2018,CA,California,3 orbs with red lights all were moving one in middle stopped then vanished.  ((anonymous report)),180
2022,CA,California,Lights on the sky that change color. Split into several more and form a spinning circle,180
2022,MA,Massachusetts,I took phone camera shots of the oddly colored sky and later noticed the lighter blue objects in the photographs.,300
2022,GA,Georgia,Wife woke me up she was seeing white light that would change to red over horizon was moving sparatic directions instantly,1800
2022,IA,Iowa,I first seen multiple lightsround in natureand thought to myself am I really seeing this?! So I grabbed my phone and took pictures!,240
2022,FL,Florida,"Bright light appeared, started to move and creates blue trail and everything goes dark and 2 orbs result. Then another shortly appears.",600
2022,FL,Florida,Round blue orb attached to white changing figure,60
2022,DE,Delaware,I opened a portal in my kitchen,180
2022,IL,Illinois,I have video and a witness to this signing,960
2022,VA,Virginia,I have not seen a craft but have experienced a lot of oddities in my own house.,300
2022,TX,Texas,Looked like a drone but moved way too fast then had a cylinder of color changing lights that looked like they were dropping down,60
2022,CA,California,"Every night these lights appear, and will even fallow when I leave. Pulse at my phone",259200
2022,IL,Illinois,"Gazing out South SW we saw 3 changing objects. Diamond, cylinder, tic tac, house shape, w blue, yellow, orange. They bounced around.",600
2022,IL,Illinois,"I saw and recorded changing UAP, shapes and changing colors, it ping ponged around the sky, I have crazy screenshots of my 8 min video",600
2022,NM,New Mexico,"Heard an animal howl, went out front door to investigate. Heard a loud mechanical buzz then saw lights.",10
2022,OH,Ohio,"I saw an circle ball flashing from blue, to green, to clear moving erratically very fast up, down and side to side. Then it changed sh",1200
2022,OR,Oregon,"t had red, white lights went back and forth. Hovering and quick, then zig zag motions.",1200
2022,CA,California,This is exactly the craft Roger Marsh witnessed.,1500
2022,WA,Washington,Noticed lights moving at a high speed well above the horizon. Air traffic control was aware and asked us to document,600
2022,OH,Ohio,I saw 3 stationary lights in a very clear sky which then disappeared one by one and reappeared in a different formation further south,120
2022,AZ,Arizona,2 objects appeared in daylight and disappeared,600
2022,AL,Alabama,See them daily. Coming close to me now. Saw alien creatures recently. Seen day and night.,7200
2022,NV,Nevada,Straight down streak of white caught our left peripheral vision before it became white circle and gone.,11
2022,PA,Pennsylvania,"large matte gray stationary object rectangular, then changed shape to shiny triangular object",120
2022,WA,Washington,"Basically more than one sentence needed to explain, I will do my best to summarize below.",180
2022,MA,Massachusetts,About six red dots about 1000 feet up in the sky,900
2022,CA,California,A flashing and big blue colored objects (with red in the edges) flies over the sky quickly,3
2022,TN,Tennessee,huge black morphing diamond shape no lights,30
2022,FL,Florida,"I thought it was a flock of birds, but it disappeared and then reappeared",420
2022,LA,Louisiana,"A large rectangular object glowing bright white breaking up in the Northeast sky at 25 degrees at 6:56am, in Lafayette, LA- ON 10/26/22",2
2022,TN,Tennessee,A grouping of lights in a triangular pattern moving through the sky,600
2022,AZ,Arizona,My mom and I saw the sky move.,600
2022,IL,Illinois,Clear morning night sky,120
2022,FL,Florida,"Metallic cube, spinning on all axis, reflecting light and changing shape, dropping tear drops underneath",600
2022,TN,Tennessee,Green and white light fluttering down to the ground,10
2022,MT,Montana,observed light over hayfield near house and videoed. fell asleep. gone by 4 am.,86400
2022,WI,Wisconsin,"Low steady, ambersih, lights flying in a very slow straight line. At a point, they would make a hard turn up and away.",600
2022,AR,Arkansas,Round object in sky changing colors from red green white blue.,86400
2022,AZ,Arizona,Appeared to have a cloaking mechanism,1800
2022,CA,California,Big Dipper ufo sighting,2700
2022,TX,Texas,"What I thought was a plane with flashing lights slowed to hover then released small red & blue lights, then slowly moved back south.",1800
2022,NC,North Carolina,"*Update* 2 UFOs Spotted Fri 9/16/22 @8:30PM Over Wrightsville Beach, NC",120
2022,FL,Florida,Noticed an orb to the right of the moob,600
2022,NJ,New Jersey,I spotted an object that looked out of the normal. I grabbed my phone and started shooting only to see the object change to something e,180
2022,CT,Connecticut,Constantly changing shape object,36000
2022,MD,Maryland,Extremely low flying dark flat object followed by white ball sighting,120
2022,CA,California,It was burning falling down and split apart and disappeared,2
2022,NM,New Mexico,Completley out of this world,900
2022,TX,Texas,At 05:00 cst i noticed a flashing object in the eastern sky. It appeared quite far away with pulsating lights.,129600
2022,WA,Washington,"Near Hanford, cigar shape turned into single light, then left when trying to take a picture",60
2022,NH,New Hampshire,"Appearing over the tree line in the mountains, long thin white light appearing to change shape",300
2022,UT,Utah,"Black spherical object, linear movement, pausing and changing to a somewhat hourglass shape before reverting back to sphere and moving.",45
2022,AR,Arkansas,Reflective sphere that morphs to looking like a square moving accross a mountian ridge then dips into a valley blending into the trees,90
2022,CA,California,Captured pics of glowing ufo,90
2022,AR,Arkansas,Sparkling light stationary with various colors near the horizon before dawn.,900
2022,NM,New Mexico,I watched these change shape and fly off upwards fast.,420
2022,NH,New Hampshire,Bright yellow lights in a changing formation,2400
2022,ME,Maine,2 extremely shiny crafts,120
2022,TX,Texas,Bright light changing colors and moving up and down.,10
2022,MD,Maryland,Saw 4 bright orbs materialize in formation then disappear. Witnessed a military helicopter chasing them.,10
2022,KY,Kentucky,"3 craft were flying. 2 disappeared 1 hovered, made 90 degree turn, then became an oval balloon looking craft, then disappeared",60
2022,PA,Pennsylvania,White light would drop down and move forward and disappear and repeat as it was bigger object moving forward till lost sight over trees,120
2022,AZ,Arizona,Ufo shape shifting up in the sky focused on it and inside a squid looking creature driving,259200
2022,PA,Pennsylvania,Filmed small black object flying right to left and accidentally captured something fly the other direction at end of video,60
2022,FL,Florida,Peculiar transparent craft flying low no sound hovering over apartment near beach,10
2022,AZ,Arizona,"Just a few UFOs flying around. Some flashing, some disappearing.",86400
2022,FL,Florida,Changing object or vehicle moving slowly from high in the sky from one side to the other(from left to right) and then descends.,600
2022,TX,Texas,"High in the sky, moving slowly from west to east, bright spot of light, periodically changing the brightness",900
2022,CA,California,"started with 2 distinct stars that caught my attention near each other, same brightness. suddenly a 3rd appeared making a triangle",25
2022,CA,California,Shape-shifting Cube like object in energy orb flying in a straight path trajectory,120
2022,NY,New York,I observed a shape shifting object fly at 70 feet off the ground . Started off as a 5 piece triangle morphed into spear like shape.,14
2022,MI,Michigan,Bright light plasma esque possibly spinning?,300
2022,MI,Michigan,"Moving, roving cylindrical lights moving toward the camera and yard.",900
2022,TX,Texas,First appeard exactly like a comet. Then more of slow moving fireball then triangular shape w peominent geometrical smoke plume. w,300
2022,NY,New York,2 shape-shifting objects that stayed together over manhattan.,20
2022,RI,Rhode Island,",""Interdimensional Metallic Cube """,300
2022,TX,Texas,A large ship hovering over a warehouse,600
2022,CO,Colorado,"Saw these objects appear, move and then vanish.",34
2022,TN,Tennessee,Shape/Color changing UFO,172800
2022,NH,New Hampshire,I have UFOs. This is just 2 minutes. On 2 separate days in a week,120
2022,OR,Oregon,Shape shifting tictac object on a clear day,180
2022,NJ,New Jersey,"Father took video of jet fighter flying low over house, after watching video I spotted two white objects flying in the sky",8
2022,IL,Illinois,"Unmanned object just above the trees moving steadily, smoothly, silently with a shape that appears different from various angles.",300
2022,PA,Pennsylvania,Our Ring camera caught this-my husband took the dogs out in the morning & they acted weird. Checked the camera. We have video.,60
2022,TN,Tennessee,Multi colored shape shifting UFO,2700
2022,MO,Missouri,Drone swarm or something else,420
2022,FL,Florida,Strang lights  ((NUFORC Note,600
2022,IA,Iowa,4 white circular lights moving criss-cross in a counter-clockwise fashion slowly moving across the sky.,300
2022,CO,Colorado,Translucent Shapeshifting craft moving at impossible speeds,45
2022,CA,California,Ghost like shape shifting white semi-transparent flying object.,240
2022,MO,Missouri,"watched bright orange light fly straight up into the sky, then changed into ""plane"" Have video",300
2022,TN,Tennessee,Shape changing ufo & colorshift,3600
2022,SC,South Carolina,Red lights multiply then collapse and disappear,5
2022,FL,Florida,Object shape shifted 3 times until it flew backwards and disappeared.,120
2022,FL,Florida,It was a clear sunny day I observed it for 35 or 45 minutes and have 45 minutes on video I noticed it around 1 PM on March 17 as I was,2700
2022,MO,Missouri,A stack of colored lights that were flashing,900
2022,NV,Nevada,"Observed an object/phenomena that morphed, pulsed with color, cloaked, maneuvered in advanced manner, rotated, wobbled",1980
2022,OH,Ohio,Color changing lights slowly approaching,302400
2022,ID,Idaho,Not sure what I just seen,600
2022,FL,Florida,"While driving my 16 yr old daughter to work, we saw what looked like seagulls floating in the air. Not flying.... gliding.",1200
2022,NM,New Mexico,My daughter (27 years old) was looking out the living room window and said are you seeing this shit. I then looked out and saw them,3
2022,CA,California,Circular shape changing light moving at rapid speeds and shifting from one ball of light to two,300
2022,PA,Pennsylvania,Circular but through binoculars it was multiple lights together,900
2022,NM,New Mexico,"Sent to Linda Moulton Howe, she can't ID",600
2022,MD,Maryland,One craft with 2 different shapes! I have pictures!!,900
2022,FL,Florida,"2 comet-like lights descend in unison from sky; Take turns blinking on and off, flying in U pattern and infinite symbol pattern",120
2022,CA,California,Looked up at the moon and noticed three small shapes in a triangle formation spinning.,360
2022,FL,Florida,"This interactive object was bright sphere shape with an aura that could change speeds, stop, hover, expand, retract, and shoot light.",1800
2022,MN,Minnesota,It was really hard to see what it was all of the crafts appeared to be a long ways away. I took video on my phone of it,120
2022,AZ,Arizona,Triangular lights shifting to diamond shape,300
2022,AL,Alabama,"Was looking north observing an airplane coming from east to west at approx 25,000-30,000ft, 75° above elevation, surrounded by objects",10
2022,NY,New York,"A huge very bright ring shape flying towards my house and changing shape, photograps look like disc and Chevron shape",50
2022,AR,Arkansas,Spiral ufo emitting some type of trail,600
2022,FL,Florida,I previously reported,1200
2022,FL,Florida,"Changing light (pale red, pale blue, white) appeared to be rotating",1200
2022,WA,Washington,It was hidden in the middle of the Sun coming up,2460
2022,DE,Delaware,Noticed very silver/shiny object that changed shapes in the sky,5
2022,OR,Oregon,There are 6 strange flying objects that appear in a video I recorded. Theyre movement was irregular & they glowed at times.,150
2022,VA,Virginia,Blinking but sporadic,86400
